group;word
American_Indian/Alaska_Native_Foods;balaena mysticetuses
American_Indian/Alaska_Native_Foods;coregonus nasuses
American_Indian/Alaska_Native_Foods;coregonus spp.S
American_Indian/Alaska_Native_Foods;salix pulchra cham.S
American_Indian/Alaska_Native_Foods;rubus spectabilis
American_Indian/Alaska_Native_Foods;vaccinium alaskaenese
American_Indian/Alaska_Native_Foods;pinus spp.S
American_Indian/Alaska_Native_Foods;eumetopias jubatuses
American_Indian/Alaska_Native_Foods;nuphar luteas
American_Indian/Alaska_Native_Foods;corylus cornuta marsh.S
Baby_Foods;clif z bars
Baby_Foods;babyfoods
Baby_Foods;finger snacks
Baby_Foods;zwiebacks
Baby_Foods;infant formulas
Baby_Foods;child formulas
Baby_Foods;toddler formulas
Baby_Foods;fluid replacements
Baby_Foods;babyfood  dinner  chick stew  todds
Baby_Foods;inf formula. mead johnsons
Baby_Foods;infformulas
Baked_Products;bagels
Baked_Products;biscuits
Baked_Products;breads
Baked_Products;bread crumbs
Baked_Products;bread sticks
Baked_Products;bread stuffings
Baked_Products;cakes
Baked_Products;coffeecakes
Baked_Products;cheesecake commercially prepareds
Baked_Products;cheesecake prepared from mixes
Baked_Products;cookies
Baked_Products;puff pastries
Baked_Products;crackers
Baked_Products;cracker meals
Baked_Products;cream puff shells
Baked_Products;croissants
Baked_Products;croutons
Baked_Products;danish pastries
Baked_Products;doughnuts
Baked_Products;english muffins
Baked_Products;french toasts
Baked_Products;hush puppies
Baked_Products;ice cream cones
Baked_Products;muffins
Baked_Products;pancakes plains
Baked_Products;pancakes
Baked_Products;pies
Baked_Products;pie crusts
Baked_Products;phyllo doughs
Baked_Products;popovers
Baked_Products;rolls
Baked_Products;strudels
Baked_Products;sweet rolls
Baked_Products;taco shells
Baked_Products;toaster pastries
Baked_Products;tortillas
Baked_Products;waffles
Baked_Products;wonton wrappers (includes egg roll wrappers)S
Baked_Products;leavening agents
Baked_Products;breakfast tarts
Baked_Products;kelloggs
Baked_Products;kellogg's
Baked_Products;kellogg's eggo lowfat blueberry nutri-grain waffles
Baked_Products;archway home style cookies
Baked_Products;artificial blueberry muffin mixes
Baked_Products;krafts
Baked_Products;george weston bakeries
Baked_Products;keeblers
Baked_Products;continental mills
Baked_Products;mckee bakings
Baked_Products;martha white foods
Baked_Products;mission foods
Baked_Products;nabiscos
Baked_Products;pillsburies
Baked_Products;pillsbury grands
Baked_Products;pillsbury golden layer buttermilk biscuits
Baked_Products;kraft foods
Baked_Products;heinzs
Baked_Products;interstate brands corps
Baked_Products;general mills
Baked_Products;usda commodities
Baked_Products;waffles
Baked_Products;muffins
Baked_Products;tostada shells
Baked_Products;keikitos (muffins)S
Baked_Products;pan dulces
Baked_Products;pastries
Baked_Products;garlic breads
Baked_Products;cinnamon buns
Baked_Products;cream puffs
Baked_Products;focaccias
Baked_Products;kashis
Baked_Products;austins
Baked_Products;barbara dees
Baked_Products;bear nakeds
Baked_Products;famous amos
Baked_Products;girl scouts
Baked_Products;jackson's
Baked_Products;mother's
Baked_Products;murrays
Baked_Products;sunshines
Baked_Products;cookies
Baked_Products;andrea's
Baked_Products;crunchmasters
Baked_Products;glutinos
Baked_Products;mary's gone crackers
Baked_Products;pepperidge farms
Baked_Products;rudi's
Baked_Products;sage valleys
Baked_Products;schars
Baked_Products;udi's
Baked_Products;van's
Baked_Products;krusteaz almond poppyseed muffin mixes
Baked_Products;brds
Beef_Products;beefs
Beef_Products;usda commodities
Beef_Products;beef composites
Beef_Products;bfs
Beef_Products;bos tauruses
Beverages;alcoholic beverages
Beverages;beverages
Beverages;carbonated beverages
Beverages;cocoa mixes
Beverages;cranberry juice cocktails
Beverages;alcoholic beverages
Beverages;lemonades
Beverages;limeades
Beverages;malt beverages
Beverages;shakes
Beverages;strawberry-flavor beverage mixes
Beverages;waters
Beverages;whiskey sour mixes
Beverages;bevs
Beverages;alcoholic bev distilleds
Breakfast_Cereals;cereals ready-to-eats
Breakfast_Cereals;cereals
Breakfast_Cereals;incaparinas
Breakfast_Cereals;millets
Cereal_Grains_and_Pasta;amaranth grains
Cereal_Grains_and_Pasta;arrowroot flours
Cereal_Grains_and_Pasta;barleys
Cereal_Grains_and_Pasta;buckwheats
Cereal_Grains_and_Pasta;buckwheat groats
Cereal_Grains_and_Pasta;buckwheat flours
Cereal_Grains_and_Pasta;bulgurs
Cereal_Grains_and_Pasta;corn grains
Cereal_Grains_and_Pasta;corn brans
Cereal_Grains_and_Pasta;corn flours
Cereal_Grains_and_Pasta;cornmeals
Cereal_Grains_and_Pasta;cornstarches
Cereal_Grains_and_Pasta;couscous
Cereal_Grains_and_Pasta;hominies
Cereal_Grains_and_Pasta;millets
Cereal_Grains_and_Pasta;oat brans
Cereal_Grains_and_Pasta;quinoas
Cereal_Grains_and_Pasta;rice
Cereal_Grains_and_Pasta;oats
Cereal_Grains_and_Pasta;rice brans
Cereal_Grains_and_Pasta;rice flours
Cereal_Grains_and_Pasta;rye grains
Cereal_Grains_and_Pasta;rye flours
Cereal_Grains_and_Pasta;semolinas
Cereal_Grains_and_Pasta;sorghum grains
Cereal_Grains_and_Pasta;tapiocas
Cereal_Grains_and_Pasta;triticales
Cereal_Grains_and_Pasta;triticale flours
Cereal_Grains_and_Pasta;wheats
Cereal_Grains_and_Pasta;wheat brans
Cereal_Grains_and_Pasta;wheat germs
Cereal_Grains_and_Pasta;wheat flours
Cereal_Grains_and_Pasta;wild rices
Cereal_Grains_and_Pasta;pastas
Cereal_Grains_and_Pasta;macaronis
Cereal_Grains_and_Pasta;noodles
Cereal_Grains_and_Pasta;spaghettis
Cereal_Grains_and_Pasta;wheat flours
Cereal_Grains_and_Pasta;barley flour or meals
Cereal_Grains_and_Pasta;barley malt flours
Cereal_Grains_and_Pasta;oat flours
Cereal_Grains_and_Pasta;rice noodles
Cereal_Grains_and_Pasta;spelts
Cereal_Grains_and_Pasta;teffs
Cereal_Grains_and_Pasta;millet flours
Cereal_Grains_and_Pasta;sorghum flours
Cereal_Grains_and_Pasta;vital wheat glutens
Cereal_Grains_and_Pasta;amaranthus spp.S
Cereal_Grains_and_Pasta;hordeum vulgare l.S
Cereal_Grains_and_Pasta;fagopyrum esculentum moenches
Cereal_Grains_and_Pasta;zea mays mays l.S
Cereal_Grains_and_Pasta;panicum miliaceum l.S
Cereal_Grains_and_Pasta;chenopodium quinoa willd.S
Cereal_Grains_and_Pasta;oryza sativa l.S
Cereal_Grains_and_Pasta;avena sativa l.S
Cereal_Grains_and_Pasta;secale cereale l.S
Cereal_Grains_and_Pasta;sorghum spp.S
Cereal_Grains_and_Pasta;x triticosecale spp.S
Cereal_Grains_and_Pasta;triticum aestivum l.S
Cereal_Grains_and_Pasta;triticum durum desf.S
Cereal_Grains_and_Pasta;zizania spp.S
Cereal_Grains_and_Pasta;triticum turgidum subsp. turanicum (jakubz.)S
Cereal_Grains_and_Pasta;triticum aestivum l. subsp. speltas
Cereal_Grains_and_Pasta;eragrostis tef (zuccagni) trotters
Dairy_and_Egg_Products;butters
Dairy_and_Egg_Products;butter oils
Dairy_and_Egg_Products;cheeses
Dairy_and_Egg_Products;cheese foods
Dairy_and_Egg_Products;cheese spreads
Dairy_and_Egg_Products;creams
Dairy_and_Egg_Products;eggnogs
Dairy_and_Egg_Products;sour dressings
Dairy_and_Egg_Products;milks
Dairy_and_Egg_Products;cream substitutes
Dairy_and_Egg_Products;dessert toppings
Dairy_and_Egg_Products;sour creams
Dairy_and_Egg_Products;milk substitutes
Dairy_and_Egg_Products;milk shakes
Dairy_and_Egg_Products;wheys
Dairy_and_Egg_Products;yogurts
Dairy_and_Egg_Products;eggs
Dairy_and_Egg_Products;egg substitutes
Dairy_and_Egg_Products;cheese substitutes
Dairy_and_Egg_Products;cheese sauces
Dairy_and_Egg_Products;usda commodities
Dairy_and_Egg_Products;parmesan cheese toppings
Dairy_and_Egg_Products;kraft cheez whiz pasteurized process cheese sauces
Dairy_and_Egg_Products;kraft cheez whiz light pasteurized process cheese products
Dairy_and_Egg_Products;kraft free singles american nonfat pasteurized process cheese products
Dairy_and_Egg_Products;kraft velveeta pasteurized process cheese spreads
Dairy_and_Egg_Products;kraft velveeta light reduced fat pasteurized process cheese products
Dairy_and_Egg_Products;kraft breakstone's reduced fat sour creams
Dairy_and_Egg_Products;kraft breakstone's free fat free sour creams
Dairy_and_Egg_Products;reddi wip fat free whipped toppings
Dairy_and_Egg_Products;egg mixes
Dairy_and_Egg_Products;cheese products
Dairy_and_Egg_Products;protein supplements
Dairy_and_Egg_Products;dulce de leches
Dairy_and_Egg_Products;ice creams
Dairy_and_Egg_Products;ice cream sandwiches
Dairy_and_Egg_Products;ice cream cookie sandwiches
Dairy_and_Egg_Products;ice cream cones
Dairy_and_Egg_Products;fat free ice creams
Dairy_and_Egg_Products;milk dessert bars
Dairy_and_Egg_Products;nutritional supplement for people with diabetes
Dairy_and_Egg_Products;ice cream bars
Dairy_and_Egg_Products;kefirs
Dairy_and_Egg_Products;ice cream sundae cones
Dairy_and_Egg_Products;light ice creams
Dairy_and_Egg_Products;imitation cheeses
Dairy_and_Egg_Products;whipped toppings
Dairy_and_Egg_Products;beverages
Dairy_and_Egg_Products;whipped cream substitutes
Dairy_and_Egg_Products;eggs
Fast_Foods;fast foods
Fast_Foods;side dishes
Fast_Foods;burger kings
Fast_Foods;fast foods
Fast_Foods;chick-fil-as
Fast_Foods;school lunches
Fast_Foods;subways
Fast_Foods;pizzas
Fast_Foods;mcdonald's
Fast_Foods;wendy's
Fast_Foods;taco bells
Fast_Foods;pizza hut 12" cheese pizzas
Fast_Foods;pizza hut 12" pepperoni pizzas
Fast_Foods;pizza hut 12" super supreme pizzas
Fast_Foods;domino's 14" cheese pizzas
Fast_Foods;domino's 14" pepperoni pizzas
Fast_Foods;domino's 14" extravaganzza feast pizzas
Fast_Foods;papa john's 14" cheese pizzas
Fast_Foods;papa john's 14" pepperoni pizzas
Fast_Foods;papa john's 14" the works pizzas
Fast_Foods;little caesars 14" original round cheese pizzas
Fast_Foods;little caesars 14" original round pepperoni pizzas
Fast_Foods;little caesars 14" original round meat and vegetable pizzas
Fast_Foods;little caesars 14" cheese pizzas
Fast_Foods;little caesars 14" pepperoni pizzas
Fast_Foods;pizza hut 14" cheese pizzas
Fast_Foods;pizza hut 14" pepperoni pizzas
Fast_Foods;pizza hut 14" super supreme pizzas
Fast_Foods;mcdonald's bacon ranch salad with crispy chickens
Fast_Foods;light ice creams
Fast_Foods;popeyes
Fast_Foods;kfcs
Fast_Foods;yogurt parfaits
Fast_Foods;digiorno pizzas
Fast_Foods;domino's 14" sausage pizzas
Fast_Foods;pizza hut 14" sausage pizzas
Fast_Foods;kashi pizzas
Fast_Foods;wend'ys
Fast_Foods;morningstar farms pizzas
Fast_Foods;pizza huts
Fast_Foods;arby's
Fast_Foods;fast foods  biscuit  w/ eggs
Fast_Foods;breakfast items
Fast_Foods;ft fds
Fast_Foods;grilled chicks
Fast_Foods;crispy chicks
Fats_and_Oils;fats
Fats_and_Oils;lards
Fats_and_Oils;salad dressings
Fats_and_Oils;sandwich spreads
Fats_and_Oils;shortenings
Fats_and_Oils;oils
Fats_and_Oils;margarines
Fats_and_Oils;margarine-likes
Fats_and_Oils;vegetable oils
Fats_and_Oils;shortening breads
Fats_and_Oils;shortening cake mixes
Fats_and_Oils;shortening industrials
Fats_and_Oils;shortening frying (heavy duty)S
Fats_and_Oils;shortening confectioneries
Fats_and_Oils;shortening household soybean (hydrogenated) and palms
Fats_and_Oils;fish oils
Fats_and_Oils;butters
Fats_and_Oils;meat drippings (lards
Fats_and_Oils;animal fats
Fats_and_Oils;margarine-like spread with yogurts
Fats_and_Oils;margarine spreads
Fats_and_Oils;margarine-like shortenings
Fats_and_Oils;usda commodity foods
Fats_and_Oils;margarine-like spreads
Fats_and_Oils;margarine-like vegetable-oil spreads
Fats_and_Oils;dressings
Fats_and_Oils;mayonnaises
Fats_and_Oils;creamy dressings
Fats_and_Oils;vegetable oil-butter spreads
Fats_and_Oils;butter replacements
Fats_and_Oils;mayonnaise dressings
Fats_and_Oils;veg oil sprds
Fats_and_Oils;veg-oil sprds
Finfish_and_Shellfish_Products;fish
Finfish_and_Shellfish_Products;crustaceans
Finfish_and_Shellfish_Products;mollusks
Finfish_and_Shellfish_Products;usda commodities
Finfish_and_Shellfish_Products;salmon
Finfish_and_Shellfish_Products;jellyfish
Finfish_and_Shellfish_Products;frog legs
Finfish_and_Shellfish_Products;turtles
Finfish_and_Shellfish_Products;anchovies
Finfish_and_Shellfish_Products;basses
Finfish_and_Shellfish_Products;bluefish
Finfish_and_Shellfish_Products;burbots
Finfish_and_Shellfish_Products;butterfish
Finfish_and_Shellfish_Products;carp
Finfish_and_Shellfish_Products;catfish
Finfish_and_Shellfish_Products;caviars
Finfish_and_Shellfish_Products;ciscos
Finfish_and_Shellfish_Products;cod
Finfish_and_Shellfish_Products;croakers
Finfish_and_Shellfish_Products;cusks
Finfish_and_Shellfish_Products;drums
Finfish_and_Shellfish_Products;eels
Finfish_and_Shellfish_Products;flatfish (flounder&sole sp)S
Finfish_and_Shellfish_Products;gefiltefish
Finfish_and_Shellfish_Products;groupers
Finfish_and_Shellfish_Products;haddocks
Finfish_and_Shellfish_Products;halibuts
Finfish_and_Shellfish_Products;herrings
Finfish_and_Shellfish_Products;lings
Finfish_and_Shellfish_Products;lingcods
Finfish_and_Shellfish_Products;mackerel
Finfish_and_Shellfish_Products;milkfish
Finfish_and_Shellfish_Products;monkfish
Finfish_and_Shellfish_Products;mullets
Finfish_and_Shellfish_Products;ocean perches
Finfish_and_Shellfish_Products;pouts
Finfish_and_Shellfish_Products;perches
Finfish_and_Shellfish_Products;pike
Finfish_and_Shellfish_Products;pollocks
Finfish_and_Shellfish_Products;pompanos
Finfish_and_Shellfish_Products;rockfish
Finfish_and_Shellfish_Products;roes
Finfish_and_Shellfish_Products;roughies
Finfish_and_Shellfish_Products;sablefish
Finfish_and_Shellfish_Products;sardines
Finfish_and_Shellfish_Products;scups
Finfish_and_Shellfish_Products;sea basses
Finfish_and_Shellfish_Products;seatrouts
Finfish_and_Shellfish_Products;shads
Finfish_and_Shellfish_Products;sharks
Finfish_and_Shellfish_Products;sheepsheads
Finfish_and_Shellfish_Products;smelts
Finfish_and_Shellfish_Products;snappers
Finfish_and_Shellfish_Products;spots
Finfish_and_Shellfish_Products;sturgeons
Finfish_and_Shellfish_Products;suckers
Finfish_and_Shellfish_Products;sunfish
Finfish_and_Shellfish_Products;surimis
Finfish_and_Shellfish_Products;swordfish
Finfish_and_Shellfish_Products;tilefish
Finfish_and_Shellfish_Products;trout
Finfish_and_Shellfish_Products;tuna
Finfish_and_Shellfish_Products;tuna salads
Finfish_and_Shellfish_Products;turbots
Finfish_and_Shellfish_Products;whitefish
Finfish_and_Shellfish_Products;whiting
Finfish_and_Shellfish_Products;wolffish
Finfish_and_Shellfish_Products;yellowtails
Finfish_and_Shellfish_Products;crabs
Finfish_and_Shellfish_Products;crayfish
Finfish_and_Shellfish_Products;lobsters
Finfish_and_Shellfish_Products;shrimp
Finfish_and_Shellfish_Products;spiny lobsters
Finfish_and_Shellfish_Products;abalones
Finfish_and_Shellfish_Products;clams
Finfish_and_Shellfish_Products;cuttlefish
Finfish_and_Shellfish_Products;mussels
Finfish_and_Shellfish_Products;octopi
Finfish_and_Shellfish_Products;oysters
Finfish_and_Shellfish_Products;scallops
Finfish_and_Shellfish_Products;squids
Finfish_and_Shellfish_Products;whelks
Finfish_and_Shellfish_Products;conches
Finfish_and_Shellfish_Products;snails
Finfish_and_Shellfish_Products;engraulis encrasicholus (l.)S
Finfish_and_Shellfish_Products;percichthyidae and centrarchidaes
Finfish_and_Shellfish_Products;morone saxatilis (walbaum)S
Finfish_and_Shellfish_Products;pomatomus saltatrix (l.)S
Finfish_and_Shellfish_Products;lota lota (l.)S
Finfish_and_Shellfish_Products;peprilus triacanthus (peck)S
Finfish_and_Shellfish_Products;cyprinus carpio (l.)S
Finfish_and_Shellfish_Products;ictalurus punctatus (rafinesque)S
Finfish_and_Shellfish_Products;coregonus artedi lesueurs
Finfish_and_Shellfish_Products;gadus morhua (l.)S
Finfish_and_Shellfish_Products;gadus macrocephalus tilesiuses
Finfish_and_Shellfish_Products;micropogonias undulatus (l.)S
Finfish_and_Shellfish_Products;brosme brosme (muller)S
Finfish_and_Shellfish_Products;coryphaena hippurus (l.)S
Finfish_and_Shellfish_Products;aplodinotus grunniens rafinesques
Finfish_and_Shellfish_Products;anguilla spp.S
Finfish_and_Shellfish_Products;bothidae and pleuronectidaes
Finfish_and_Shellfish_Products;epinephelus spp.S
Finfish_and_Shellfish_Products;melanogrammus aeglefinus (l.)S
Finfish_and_Shellfish_Products;hippoglossus hippoglossus (l.) and h. stenolepis schmidts
Finfish_and_Shellfish_Products;reinhardtius hippoglossoides (walbaum)S
Finfish_and_Shellfish_Products;clupea harengus harengus (l.)S
Finfish_and_Shellfish_Products;clupea harengus pallasi valenciennes
Finfish_and_Shellfish_Products;molva molva (l.)S
Finfish_and_Shellfish_Products;ophiodon elongatus girards
Finfish_and_Shellfish_Products;scomber scombrus l.S
Finfish_and_Shellfish_Products;trachurus symmetricus (ayers)S
Finfish_and_Shellfish_Products;scombermorus cavalla (cuvier)S
Finfish_and_Shellfish_Products;scomber spp. and trachurus spp.S
Finfish_and_Shellfish_Products;scombermorus maculatus (mitchill)S
Finfish_and_Shellfish_Products;chanos chanos (forskaal)S
Finfish_and_Shellfish_Products;lophius piscatorius l.S
Finfish_and_Shellfish_Products;mugil cephalus l.S
Finfish_and_Shellfish_Products;sebastes marinus l.S
Finfish_and_Shellfish_Products;macrozoarces americanus (schneider)S
Finfish_and_Shellfish_Products;morone americana gmelin and perca flavescens (mitchill)S
Finfish_and_Shellfish_Products;esox lucius l.S
Finfish_and_Shellfish_Products;stizostedion vitreum vitreum (mitchill)S
Finfish_and_Shellfish_Products;pollachius virens l.S
Finfish_and_Shellfish_Products;theragra chalcogramma (pallas)S
Finfish_and_Shellfish_Products;trachinotus carolinus (l.)S
Finfish_and_Shellfish_Products;sebastes spp.S
Finfish_and_Shellfish_Products;hoplostethus atlanticuses
Finfish_and_Shellfish_Products;anoplopoma fimbria (pallas)S
Finfish_and_Shellfish_Products;salmo salar l.S
Finfish_and_Shellfish_Products;oncorhynchus tshawytscha (walbaum)S
Finfish_and_Shellfish_Products;oncorhynchus keta (walbaum)S
Finfish_and_Shellfish_Products;oncorhynchus kisutch (walbaum)S
Finfish_and_Shellfish_Products;oncorhynchus gorbuscha (walbaum)S
Finfish_and_Shellfish_Products;clupea harengus harengus l.S
Finfish_and_Shellfish_Products;sardinops spp.S
Finfish_and_Shellfish_Products;stenotomus chrysops l.S
Finfish_and_Shellfish_Products;centropristes striata l. and lateolabrax japonicus (cuvier)S
Finfish_and_Shellfish_Products;cynoscion spp.S
Finfish_and_Shellfish_Products;alosa sapidissima (wilson)S
Finfish_and_Shellfish_Products;squaliformes
Finfish_and_Shellfish_Products;archosargus probatocephalus (walbaum)S
Finfish_and_Shellfish_Products;osmerus mordax (mitchill)S
Finfish_and_Shellfish_Products;lutjanidaes
Finfish_and_Shellfish_Products;leiostomus xanthuras lacepedes
Finfish_and_Shellfish_Products;acipenser spp.S
Finfish_and_Shellfish_Products;catostomus commersoni (lacepede)S
Finfish_and_Shellfish_Products;lepomis gibbosus (l.)S
Finfish_and_Shellfish_Products;xiphias gladius l.S
Finfish_and_Shellfish_Products;lopholatilus chamaeleonticeps goode and beans
Finfish_and_Shellfish_Products;salmonidaes
Finfish_and_Shellfish_Products;salmo gairdneri richardsons
Finfish_and_Shellfish_Products;thunnus thynnus (l.)S
Finfish_and_Shellfish_Products;euthynnus pelamis (l.)S
Finfish_and_Shellfish_Products;thunnus albacares (bonnaterre)S
Finfish_and_Shellfish_Products;scophthalmus maximus (l.)S
Finfish_and_Shellfish_Products;coregonus spp.S
Finfish_and_Shellfish_Products;gadidaes
Finfish_and_Shellfish_Products;anarhichas lupus (l.)S
Finfish_and_Shellfish_Products;seriola spp.S
Finfish_and_Shellfish_Products;paralithodes camtschatica (tilesius)S
Finfish_and_Shellfish_Products;callinectes sapidus rathbuns
Finfish_and_Shellfish_Products;cancer magister danas
Finfish_and_Shellfish_Products;chionoectes opilio (o. fabricius)S
Finfish_and_Shellfish_Products;astacus, orconectes, and procambarus spp.S
Finfish_and_Shellfish_Products;homarus americanus milne-edwards
Finfish_and_Shellfish_Products;penaeidae and pandalidaes
Finfish_and_Shellfish_Products;jasus spp. and panulirus spp.S
Finfish_and_Shellfish_Products;haliotis spp.S
Finfish_and_Shellfish_Products;lamellibranchias
Finfish_and_Shellfish_Products;sepiidaes
Finfish_and_Shellfish_Products;mytilus edulis l.S
Finfish_and_Shellfish_Products;octopus vulgaris lamarcks
Finfish_and_Shellfish_Products;crassostrea virginica (gmelin)S
Finfish_and_Shellfish_Products;crassostrea gigas (thunberg)S
Finfish_and_Shellfish_Products;pectinidaes
Finfish_and_Shellfish_Products;loligoidae and ommastrephidaes
Finfish_and_Shellfish_Products;buccinidaes
Fruits_and_Fruit_Juices;acerolas
Fruits_and_Fruit_Juices;acerola juices
Fruits_and_Fruit_Juices;apples
Fruits_and_Fruit_Juices;apple juices
Fruits_and_Fruit_Juices;applesauces
Fruits_and_Fruit_Juices;apricots
Fruits_and_Fruit_Juices;apricot nectars
Fruits_and_Fruit_Juices;avocados
Fruits_and_Fruit_Juices;bananas
Fruits_and_Fruit_Juices;blackberries
Fruits_and_Fruit_Juices;blackberry juices
Fruits_and_Fruit_Juices;cherries
Fruits_and_Fruit_Juices;blueberries
Fruits_and_Fruit_Juices;boysenberries
Fruits_and_Fruit_Juices;breadfruits
Fruits_and_Fruit_Juices;carambolas
Fruits_and_Fruit_Juices;carissas
Fruits_and_Fruit_Juices;cherimoyas
Fruits_and_Fruit_Juices;crabapples
Fruits_and_Fruit_Juices;cranberries
Fruits_and_Fruit_Juices;cranberry sauces
Fruits_and_Fruit_Juices;cranberry-orange relishes
Fruits_and_Fruit_Juices;currants
Fruits_and_Fruit_Juices;custard-apples
Fruits_and_Fruit_Juices;dates
Fruits_and_Fruit_Juices;elderberries
Fruits_and_Fruit_Juices;figs
Fruits_and_Fruit_Juices;fruit cocktails
Fruits_and_Fruit_Juices;fruit salads
Fruits_and_Fruit_Juices;gooseberries
Fruits_and_Fruit_Juices;goji berries
Fruits_and_Fruit_Juices;grapefruits
Fruits_and_Fruit_Juices;grapefruit juices
Fruits_and_Fruit_Juices;grapes
Fruits_and_Fruit_Juices;grape juices
Fruits_and_Fruit_Juices;groundcherries
Fruits_and_Fruit_Juices;guavas
Fruits_and_Fruit_Juices;guava sauces
Fruits_and_Fruit_Juices;jackfruits
Fruits_and_Fruit_Juices;java-plums
Fruits_and_Fruit_Juices;jujubes
Fruits_and_Fruit_Juices;kiwifruits
Fruits_and_Fruit_Juices;kumquats
Fruits_and_Fruit_Juices;lemons
Fruits_and_Fruit_Juices;lemon juices
Fruits_and_Fruit_Juices;lemon juice from concentrates
Fruits_and_Fruit_Juices;lemon peels
Fruits_and_Fruit_Juices;limes
Fruits_and_Fruit_Juices;lime juices
Fruits_and_Fruit_Juices;litchis
Fruits_and_Fruit_Juices;loganberries
Fruits_and_Fruit_Juices;longans
Fruits_and_Fruit_Juices;loquats
Fruits_and_Fruit_Juices;mammy-apples
Fruits_and_Fruit_Juices;mangos
Fruits_and_Fruit_Juices;mangosteens
Fruits_and_Fruit_Juices;mangos
Fruits_and_Fruit_Juices;melons
Fruits_and_Fruit_Juices;melon balls
Fruits_and_Fruit_Juices;mulberries
Fruits_and_Fruit_Juices;nectarines
Fruits_and_Fruit_Juices;oheloberries
Fruits_and_Fruit_Juices;olives
Fruits_and_Fruit_Juices;oranges
Fruits_and_Fruit_Juices;orange juices
Fruits_and_Fruit_Juices;orange peels
Fruits_and_Fruit_Juices;orange-grapefruit juices
Fruits_and_Fruit_Juices;tangerines
Fruits_and_Fruit_Juices;tangerine juices
Fruits_and_Fruit_Juices;papayas
Fruits_and_Fruit_Juices;papayas
Fruits_and_Fruit_Juices;papaya nectars
Fruits_and_Fruit_Juices;passion-fruits
Fruits_and_Fruit_Juices;passion-fruit juices
Fruits_and_Fruit_Juices;peaches
Fruits_and_Fruit_Juices;peach nectars
Fruits_and_Fruit_Juices;pears
Fruits_and_Fruit_Juices;pear nectars
Fruits_and_Fruit_Juices;persimmons
Fruits_and_Fruit_Juices;pineapples
Fruits_and_Fruit_Juices;pineapple juices
Fruits_and_Fruit_Juices;pitangas
Fruits_and_Fruit_Juices;plantains
Fruits_and_Fruit_Juices;plums
Fruits_and_Fruit_Juices;pomegranates
Fruits_and_Fruit_Juices;prickly pears
Fruits_and_Fruit_Juices;prunes
Fruits_and_Fruit_Juices;prune juices
Fruits_and_Fruit_Juices;pummelos
Fruits_and_Fruit_Juices;quinces
Fruits_and_Fruit_Juices;raisins
Fruits_and_Fruit_Juices;rambutans
Fruits_and_Fruit_Juices;raspberries
Fruits_and_Fruit_Juices;rhubarbs
Fruits_and_Fruit_Juices;roselles
Fruits_and_Fruit_Juices;rose-apples
Fruits_and_Fruit_Juices;sapodillas
Fruits_and_Fruit_Juices;sapotes
Fruits_and_Fruit_Juices;soursops
Fruits_and_Fruit_Juices;strawberries
Fruits_and_Fruit_Juices;sugar-apples
Fruits_and_Fruit_Juices;tamarinds
Fruits_and_Fruit_Juices;watermelons
Fruits_and_Fruit_Juices;maraschino cherries
Fruits_and_Fruit_Juices;feijoas
Fruits_and_Fruit_Juices;durians
Fruits_and_Fruit_Juices;prune purees
Fruits_and_Fruit_Juices;candied fruits
Fruits_and_Fruit_Juices;abiyuches
Fruits_and_Fruit_Juices;rowals
Fruits_and_Fruit_Juices;usda commodities
Fruits_and_Fruit_Juices;clementines
Fruits_and_Fruit_Juices;guanabana nectars
Fruits_and_Fruit_Juices;guava nectars
Fruits_and_Fruit_Juices;mango nectars
Fruits_and_Fruit_Juices;tamarind nectars
Fruits_and_Fruit_Juices;usda commodity peaches
Fruits_and_Fruit_Juices;usda commodity pears
Fruits_and_Fruit_Juices;pomegranate juices
Fruits_and_Fruit_Juices;juices
Fruits_and_Fruit_Juices;nances
Fruits_and_Fruit_Juices;naranjilla (lulo) pulps
Fruits_and_Fruit_Juices;horned melon (kiwano)S
Fruits_and_Fruit_Juices;orange pineapple juice blends
Fruits_and_Fruit_Juices;fruit juice smoothies
Fruits_and_Fruit_Juices;cranberry juice blends
Fruits_and_Fruit_Juices;ruby red grapefruit juice blend (grapefruits
Fruits_and_Fruit_Juices;cranberry juices
Fruits_and_Fruit_Juices;malpighia emarginatas
Fruits_and_Fruit_Juices;malus domesticas
Fruits_and_Fruit_Juices;prunus armeniacas
Fruits_and_Fruit_Juices;persea americanas
Fruits_and_Fruit_Juices;musa acuminata collas
Fruits_and_Fruit_Juices;rubus spp.S
Fruits_and_Fruit_Juices;vaccinium spp.S
Fruits_and_Fruit_Juices;rubus ursinus var. loganobaccuses
Fruits_and_Fruit_Juices;artocarpus altilis
Fruits_and_Fruit_Juices;averrhoa carambolas
Fruits_and_Fruit_Juices;carissa macrocarpas
Fruits_and_Fruit_Juices;annona cherimolas
Fruits_and_Fruit_Juices;prunus cerasuses
Fruits_and_Fruit_Juices;prunus aviums
Fruits_and_Fruit_Juices;malus spp.S
Fruits_and_Fruit_Juices;vaccinium macrocarpons
Fruits_and_Fruit_Juices;ribes nigrums
Fruits_and_Fruit_Juices;ribes rubrums
Fruits_and_Fruit_Juices;vitis viniferas
Fruits_and_Fruit_Juices;annona reticulatas
Fruits_and_Fruit_Juices;phoenix dactyliferas
Fruits_and_Fruit_Juices;sambucus spp.S
